Building Name (1),樓宇名稱 (一),Building Name (2),樓宇名稱 (二),Building Name (3),樓宇名稱 (三),Address (1),樓宇地址(一),Address (2),樓宇地址(二),Address (3),樓宇地址(三),"Year of Completion
落成年份","Owners' Corporation
業主立案法團",Remark,備註
Astoria Building,天星大廈,,,,,"Ground Floor:
24/38 Ashley Rd.
Upper Floors:
34 Ashley Rd.","地下︰
亞士厘道24/38號
樓上各層︰
亞士厘道34號",,,,,1974,P,,
Astoria Crest,傲凱,,,,,229 Hai Tan St.,海壇街229號,,,,,2018,,,
AT Tower,百家利中心,,,,,180 Electric Rd.,電氣道180號,,,,,1995,,,
Attilio Building,艾麗大廈,,,,,579 Nathan Rd.,彌敦道579號,,,,,2001,,,
Attitude on Granville,瑞生尖沙咀酒店,,,,,20/22 Granville Rd.,加連威老道20/22號,,,,,1981,P,,
Au's Building,歐士大廈,,,,,15/19 Hollywood Rd.,荷李活道15/19號,,,,,1967,P,,
Aubin House,安邦商業大廈,,,,,171 & 172 Gloucester Rd.,告士打道171及172號,,,,,1979,P,,
Aura On Pennington,,,,,,66 Jardine's Bazaar,渣甸街66號,,,,,2016,,,
Aurizon,金雲閣,,,,,60 & 62 Moorsom Rd.,睦誠道60及62號,,,,,-,,,
Austin Commercial Centre,柯士甸商業中心,,,,,4 Austin Avenue,柯士甸路4號,,,,,1993,P,,
Austin International Tower,新港國際大廈,,,,,28 Austin Avenue,柯士甸路28號,,,,,1999,,,
Austin Mansion,柯士甸大廈,,,,,15A Austin Avenue,柯士甸路15A號,,,,,1958,P,,
Austin Plaza,柯士甸廣場,,,,,83 Austin Rd.,柯士甸道83號,,,,,1995,,,
Austin Road 5,,,,,,5/7 Austin Rd.,柯士甸道5/7號,,,,,1976,,,
Austin Tower,好兆年行,,,,,22/26 Austin Avenue,柯士甸路22/26號,,,,,1982,P,,
Austin Tower (Phase II),好兆年行 (二期),,,,,152 Austin Rd.,柯士甸道152號,,,,,1983,P,,
Australia House,澳洲大廈,,,,,"7/9 Luard Rd. &
31 Thomson Rd.","盧押道7/9號及
譚臣道31號",,,,,1970,,,
"Australian International School
Hong Kong",香港澳洲國際學校,,,,,3A Norfolk Rd.,羅福道3A號,,,,,2001,,,
Auto Plaza,安達中心,,,,,65 Mody Rd.,麼地道65號,,,,,1983,,,
"Auxiliary Medical Service
Headquarters",醫療輔助隊總部,,,,,81 Princess Margaret Rd.,公主道81號,,,,,1991,,,
AVA 61,,,,,,61 Tai Po Rd.,大埔道61號,,,,,2020,,,
Ava Court,雅華閣,,,,,44 Broadcast Drive,廣播道44號,,,,,1973,P,,
Avalon,雅景軒,,,,,19 Tai Hang Rd.,大坑道19號,,,,,1994,,,
Avery House,雅慧苑,,,,,22 Tai Yuen St.,太原街22號,,,,,1987,P,,
Avon Court,雅芳園,,,,,2 Fessenden Rd.,范信達道2號,,,,,1974,P,,
Avon Court,雅苑,,,,,21/23 Caine Rd.,堅道21/23號,,,,,1967,P,,
AXA Southside,安盛匯,,,,,38 Wong Chuk Hang Rd.,黃竹坑道38號,,,,,2017,,,
Axeford Villa,雅福台,,,,,3 Sands St.,山市街3號,,,,,1994,P,,
Axis,傲形,,,,,200 Ma Tau Wai Rd.,馬頭圍道200號,,,,,2017,P,,
Azura,蔚然,,,,,2A Seymour Rd.,西摩道 2A 號,,,,,2012,,,
Backingham Building,金漢大廈,,,,,317/321 Nathan Rd.,彌敦道317/321號,,,,,1959,P,,
Baguio Villa,碧瑤灣,,,,,,,,,,,,P,,
Baguio Villa,碧瑤灣,Blocks 16-18,第16-18座,,,,,550 Victoria Rd.,域多利道550號,,,1979,P,,
Baguio Villa,碧瑤灣,Blocks 19-27,第19-27座,,,,,555 Victoria Rd.,域多利道555號,,,1979,P,,
Baguio Villa,碧瑤灣,Blocks 28-44,第28-44座,,,,,550 Victoria Rd.,域多利道550號,,,1975,P,,
Baguio Villa,碧瑤灣,Blocks 45-48,第45-48座,,,,,550 Victoria Rd.,域多利道550號,,,1977,P,,
Bailey Garden ,碧麗花園,,,,,23 Bailey St.,庇利街23號,,,,,1995,P,,
Baily Court,百利軒,,,,,33 Po Kong Village Rd.,蒲崗村道33號,,,,,2001,,,
Baker Residences,御悅,,,,,8 Baker Court,必嘉圍8號,,,,,2011,P,,
Baker View,東海雅園,,,,,66 Baker St.,必嘉街66號,,,,,2002,,,
Bangkok Bank Building,盤谷銀行大廈,,,,,490/492 Nathan Rd.,彌敦道490/492號,,,,,1976,P,,
Bangkok Bank Building,盤谷銀行大廈,,,,,"Ground Floor:
27 Chiu Lung St.
Upper Floor:
28 Des Voeux Rd. C.","地下︰
昭隆街27號
樓上各層︰
德輔道中28號",,,,,1971,,,
Bank Building,銀行大廈,,,,,259/269 Des Voeux Rd. W.,德輔道西259/269號,,,,,1965,P,,
Bank Centre Mall,銀行中心廣場,,,,,"G/F - 2/F:
636 Nathan Rd.","地下至2樓:
彌敦道636號",,,,,1975,,,
Bank of America Tower,美國銀行中心,,,,,12 Harcourt Rd.,夏道12號,,,,,1975,,,
Bank of China Building,中國銀行大廈,,,,,2A Des Voeux Rd. C.,德輔道中2A號,,,,,1952,,,
Bank of China Tower,中銀大廈,,,,,1 Garden Rd.,花園道1號,,,,,1989,,,
Bank of Communications Building,交通銀行大廈,,,,,368 Hennessy Rd.,軒尼詩道368號,,,,,1985,,,
Bank of Communications Building,交通銀行大廈,,,,,563 Nathan Rd.,彌敦道563號,,,,,1977,,,
Bank of Communications Tower,交通銀行大廈,,,,,233 Gloucester Rd.,告士打道233號,,,,,1996,,,
"Bank of East Asia Harbour View
Centre",東亞銀行港灣中心,,,,,56 Gloucester Rd.,告士打道56號,,,,,1990,P,,
"Bank of East Asia
Mongkok Building",東亞銀行旺角大廈,,,,,638/640 Nathan Rd.,彌敦道638/640號,,,,,1962,,,
Bank Tower,銀輝中心,,,,,351-353 King's Rd.,英皇道351-353號,,,,,1986,P,,
Banyan Garden,泓景臺,,,,,863 Lai Chi Kok Rd.,荔枝角道863號,,,,,2004,,,
Banyan Mall,泓景滙,,,,,863 Lai Chi Kok Rd.,荔枝角道863號,,,,,2003,,,
Banyan Villas,榕蔭園,,,,,9 Stanley Village Rd.,赤柱村道9號,,,,,1983,,,
Bao Hua Building,保華大廈,,,,,"276-278 Cheung Sha
Wan Rd.",長沙灣道276-278號,,,,,1966,,,
Baptist Primary & Secondary School,浸信會學校,,,,,30 San Shi St.,新市街30號,,,,,1962,,,
Baptist Pui Li School,浸信會培理學校,,,,,175 Sai Wan Ho St.,西灣河街175號,,,,,1965,,,
Baptist Rainbow Primary School,浸信會天虹小學,,,,,"15 Chuk Yuen Rd.
Chuk Yuen South Estate","竹園道15號
竹園南邨",,,,,-,,,
Barker Villa,柏架別墅,,,,,41 Barker Rd.,白加道41號,,,,,1974,P,,
Bartlock Centre,百樂中心,,,,,3 Yiu Wa St.,耀華街3號,,,,,1996,,,
Baskerville House,樂成行,,,,,"13 Duddell St. &
22 Ice House St.","都爹利街13號及
雪廠街22號",,,,,1975,,,
Bauhinia Gardens,紫荊園,,,,,42 Chung Hom Kok Rd.,舂磡角道42號,,,,,1972,P,,
Bay View Garden,威豪花園,,,,,2 Wing Ting Rd.,永定道2號,,,,,1989,P,,
Bay View Mansion,灣景樓,,,,,"Ground Floor:
24/36 Causeway Rd. &
11/33 Moreton Terrace
Upper Floors & Arcade:
21 Moreton Terrace","地下︰
高士威道24/36號及
摩頓臺11/33號
樓上各層及商場︰
摩頓臺21號",,,,,1966,P,,
Bay Villas,南源,,,,,57-71 Shouson Hill Rd.,壽山村道57-71號,,,,,2003,,,
Bayanihan Kennedytown Centre,,,,,,55 Victoria Rd.,域多利道55號,,,,,1960,,,
Bayshore Apartments,海峰華軒,,,,,244 Aberdeen Main Rd.,香港仔大道244號,,,,,2000,P,,
Bayside House,伴閑居,,,,,5B Stanley Main St.,赤柱大街5B號,,,,,1996,,,
Bayview,港圖灣,,,,,9 Yuk Yat St.,旭日街9號,,,,,2012,,,
Bayview Court,碧海閣,,,,,49 Mount Davis Rd.,摩星嶺道49號,,,,,1977,P,,
Bayview Mansion,樂觀大廈,,,,,54 MacDonnell Rd.,麥當勞道54號,,,,,1960,P,,
Bayview Park,灣景園,,,,,3 Hong Man St.,康民街3號,,,,,1999,,,
BCC Building,國際商業信貸銀行大廈,,,,,25/31 Carnarvon Rd.,加拿分道25/31號,,,,,1976,P,,
Beach Mansion,景春別墅,,,,,"9A, 9B, 11A & 11B
Stanley Beach Rd.","赤柱灘道9A、9B、
11A及11B號",,,,,1965,,,
Beach Pointe,海灣閣,,,,,16 Stanley Beach Rd.,赤柱灘道16號,,,,,1988,,,
Beacon Heights,畢架山花園,,,,,,,,,,,,P,,
Beacon Heights,畢架山花園,Phase 1 ,第1期,,,,,,,,,1985,P,,
Beacon Heights,畢架山花園,Phase 1 ,第1期,Block 1,第1座,,,,,1 Lung Ping Rd.,龍坪道1號,,P,,
Beacon Heights,畢架山花園,Phase 1 ,第1期,Block 3,第3座,,,,,3 Lung Ping Rd.,龍坪道3號,,P,,
Beacon Heights,畢架山花園,Phase 1 ,第1期,Block 5,第5座,,,,,5 Lung Ping Rd.,龍坪道5號,,P,,
Beacon Heights,畢架山花園,Phase 1 ,第1期,Block 7,第7座,,,,,7 Lung Ping Rd.,龍坪道7號,,P,,
Beacon Heights,畢架山花園,Phase 2 ,第2期,,,,,,,,,1986,P,,
Beacon Heights,畢架山花園,Phase 2 ,第2期,Block 15,第15座,,,,,15 Lung Ping Rd.,龍坪道15號,,P,,
Beacon Heights,畢架山花園,Phase 2 ,第2期,Block 17,第17座,,,,,17 Lung Ping Rd.,龍坪道17號,,P,,
Beacon Heights,畢架山花園,Phase 2 ,第2期,Block 19,第19座,,,,,19 Lung Ping Rd.,龍坪道19號,,P,,
Beacon Heights,畢架山花園,Phase 3 ,第3期,,,,,,,,,1987,P,,
Beacon Heights,畢架山花園,Phase 3 ,第3期,Block 10,第10座,,,,,10 Lung Ping Rd.,龍坪道10號,,P,,
Beacon Heights,畢架山花園,Phase 3 ,第3期,Block 12,第12座,,,,,12 Lung Ping Rd.,龍坪道12號,,P,,
Beacon Heights,畢架山花園,Phase 3 ,第3期,Block 14,第14座,,,,,14 Lung Ping Rd.,龍坪道14號,,P,,
Beacon Heights,畢架山花園,Phase 3 ,第3期,Block 8,第8座,,,,,8 Lung Ping Rd.,龍坪道8號,,P,,
Beacon Heights,畢架山花園,Phase 4 ,第4期,,,,,,,,,1987,P,,
Beacon Heights,畢架山花園,Phase 4 ,第4期,Block 2,第2座,,,,,2 Lung Ping Rd.,龍坪道2號,,P,,
Beacon Heights,畢架山花園,Phase 4 ,第4期,Block 4,第4座,,,,,4 Lung Ping Rd.,龍坪道4號,,P,,
Beacon Heights,畢架山花園,Phase 4 ,第4期,Block 6,第6座,,,,,6 Lung Ping Rd.,龍坪道6號,,P,,
Beacon Heights,畢架山花園,Shopping Centre ,商場,,,,,9/13 Lung Ping Rd.,龍坪道9/13號,,,1986,P,,
Beacon Hill Court,龍景樓,,,,,55 Beacon Hill Rd.,筆架山道55號,,,,,1965,P,,
Beacon Hill School,畢架山小學,,,,,23 Ede Rd.,義德道23號,,,,,1968,,,
Beacon Lodge,豐盛居,,,,,"373 Po On Rd. &
338 Shun Ning Rd.
","保安道373號及
順寧道338號
",,,,,2008,,,
Beaconsfield Court,碧麗閣,,,,,7 Shouson Hill Rd.,壽山村道7號,,,,,1974,P,,
Beau Cloud Mansion,碧雲樓,,,,,64 MacDonnell Rd.,麥當勞道64號,,,,,1965,,,
Beaudry Tower,麗怡大廈,,,,,38 Bonham Rd.,般咸道38號,,,,,1989,P,,
Beaulieu,蒲苑,,,,,57/63 Chung Hom Kok Rd.,舂磡角道57/63號,,,,,1964,,,
Beautiful Group Tower,標華豐集團大廈,,,,,"Ground Floor:
74/77 Connaught Rd. C. &
52 Gilman St.
Upper Floors:
74/77 Connaught Rd. C.","地下︰
干諾道中74/77號及
機利文街52號
樓上各層︰
干諾道中74/77號",,,,,1972,,,
Beauty Court,麗苑,,,,,10 Man Fuk Rd.,文福道10號,,,,,1965,P,,
Beauty Court,雅苑,,,,,82 Robinson Rd.,羅便臣道82號,,,,,1992,P,,
Beauty Mansion,美園大廈,,,,,"Ground Floor:
69, 69A & 71A
Kimberley Rd.
Upper Floors:
71 Kimberley Rd.","地下︰
金巴利道69、69A
及71A號
樓上各層︰
金巴利道71號",,,,,1964,P,,
Bedford 28,柏豐28,,,,,28 Bedford Rd. ,必發道28號,,,,,2008,,,
Bedford Factory Mansion,必發工廠大廈,,,,,51 Bedford Rd.,必發道51號,,,,,1961,P,,
Bedford Gardens,百福花園,,,,,,,,,,,1981,P,,
Bedford Gardens,百福花園,Hong Fook Court (Block J),康福閣 (J座),,,,,153 Tin Hau Temple Rd.,天后廟道153號,,,,P,,
Bedford Gardens,百福花園,Hung Fook Court (Block B),鴻福閣 (B座),,,,,169 Tin Hau Temple Rd.,天后廟道169號,,,,P,,
Bedford Gardens,百福花園,Ka Fook Court (Block L),家福閣 (L座),,,,,151 Tin Hau Temple Rd.,天后廟道151號,,,,P,,
Bedford Gardens,百福花園,King Fook Court (Block A),景福閣 (A座),,,,,173 Tin Hau Temple Rd.,天后廟道173號,,,,P,,
Bedford Gardens,百福花園,On Fook Court (Block E),安福閣 (E座),,,,,155 Tin Hau Temple Rd.,天后廟道155號,,,,P,,
Bedford Gardens,百福花園,Pak Cheung Court (Block H),百祥閣 (H座),,,,,163 Tin Hau Temple Rd.,天后廟道163號,,,,P,,
Bedford Gardens,百福花園,Pak Hee Court (Block I),百喜閣 (I座),,,,,159 Tin Hau Temple Rd.,天后廟道159號,,,,P,,
Bedford Gardens,百福花園,Pak Kai Court (Block C),百佳閣 (C座),,,,,165 Tin Hau Temple Rd.,天后廟道165號,,,,P,,
Bedford Gardens,百福花園,Pak Lee Court (Block F),百利閣 (F座),,,,,171 Tin Hau Temple Rd.,天后廟道171號,,,,P,,
Bedford Gardens,百福花園,Pak Sing Court (Block D),百勝閣 (D座),,,,,161 Tin Hau Temple Rd.,天后廟道161號,,,,P,,
Bedford Gardens,百福花園,Pak Tak Court (Block G),百德閣 (G座),,,,,167 Tin Hau Temple Rd.,天后廟道167號,,,,P,,
Bedford Gardens,百福花園,Tak Fook Court (Block K),德福閣 (K座),,,,,157 Tin Hau Temple Rd.,天后廟道157號,,,,P,,
Bedford House,必發樓,,,,,5 Bedford Rd.,必發道5號,,,,,1975,P,,
Bedford Mansion,必發大廈,,,,,"Ground Floor:
7, 11/19 Bedford Rd. &
5/5A Fir St.
Upper Floors:
9 Bedford Rd.","地下︰
必發道7、11/19號及
松樹街5/5A號
樓上各層︰
必發道9號",,,,,1964,P,,
Bedford Tower,必發臺,,,,,"Ground Floor:
68 & 72 Bedford Rd.
Upper Floor:
70 Bedford Rd.","地下︰
必發道68及72號
樓上各層︰
必發道70號",,,,,1990,,,
Bee Sing Mansion,美誠大廈,,,,,93/103A Ma Tau Chung Rd.,馬頭涌道93/103A號,,,,,1963,P,,
Begonia Court,海棠苑,,,,,8/38 Begonia Rd.,海棠路8/38號,,,,,1959,P,,
Begonia Road Boys' Home,海棠路男童院,,,,,62 Begonia Rd.,海棠路62號,,,,,-,,,
Bel Air Heights,悅庭軒,,,,,1 Lung Poon St.,龍蟠街1號,,,,,1999,,See Appendix VI,見附錄VI
Bel Air Heights,悅庭軒,Blocks 1-4,第1至4座,,,,,,,,,,,See Appendix VI,見附錄VI
Bel Mount Garden,百麗花園,,,,,15 Arbuthnot Rd.,亞畢諾道15號,,,,,1993,P,,
Bel Shine Centre,百營中心,,,,,23 Tak Ku Ling Rd.,打鼓嶺道23號,,,,,1994,,,
Bel Trade Commercial Building,百營商業大廈,,,,,3 Burrows St.,巴路士街3號,,,,,1990,,,
Bel-Air House,衛德臺,,,,,15/19 Princess Margaret Rd.,公主道15/19號,,,,,1961,P,,
Belaire Heights,碧儷閣,,,,,112 Waterloo Rd.,窩打老道112號,,,,,1974,P,,
Belcher Court,寶翠閣,,,,,2 Sai Cheung St.,西祥街2號,,,,,1985,P,,
Belcher's Hill,寶雅山,,,,,"Ground & Upper Floors:
9 Rock Hill St.
Lower Ground Floor:
42 & 44 Belcher’s St.","地下及樓上各層︰
石山街9號
地下低層︰
卑路乍街42及44號",,,,,2011,,,
Belfran Court,巴芬閣,,,,,11 Belfran Rd.,巴芬道11號,,,,,1976,P,,
Belfran Mansion,福園,,,,,15/15A Belfran Rd.,巴芬道15/15A號,,,,,1966,,,
Belfran Peak,,,,,,9 Belfran Rd.,巴芬道9號,,,,,2017,,,
Belgian Bank Building,華比銀行大廈,,,,,721-725 Nathan Rd.,彌敦道721-725號,,,,,1977,,,
Belgravia,,,,,,57 South Bay Rd.,南灣道57號,,,,,1989,,,
Belgravia Heights,碧濤閣,,,,,27 Tai Tam Rd.,大潭道27號,,,,,1978,P,,
Belilios Public School,庇理羅士女子中學,,,,,51 Tin Hau Temple Rd.,天后廟道51號,,,,,-,,,
Bell House,寶寧大廈,,,,,525/543A Nathan Rd.,彌敦道525/543A號,,,,,1969,P,,
Bella Vista,蔚晴軒,,,,,3 Ying Fai Terrace,英輝臺3號,,,,,2000,,,
Belle House,佳景大廈,,,,,"Ground Floor:
23-29, 33-35 Whitfield Rd.
& 98-104 Hing Fat St.
Upper Floors:
31 Whitfield Rd.","地下︰
威非路道23-29、33-35號
及興發街98-104號
樓上各層︰
威非路道31號",,,,,1977,P,,
Belle Tower,百麗大廈,,,,,918 Cheung Sha Wan Rd.,長沙灣道918號   ,,,,,1983,,,
Belleve Court,碧麗閣,,,,,22 Sun Sing St.,新成街22號,,,,,1988,P,,
Belleve Garden,碧麗苑,,,,,53 Kung Lok Rd.,功樂道53號,,,,,1982,P,,
Belleview Place,寶晶苑,,,,,93 Repulse Bay Rd.,淺水灣道93號,,,,,1987,,,
Bellevue Court,碧蕙園,,,,,41 Stubbs Rd.,司徒拔道41號,,,,,1964,P,,
Bellevue Heights,碧林閣,,,,,160-162 Boundary St.,界限街160-162號,,,,,1981,P,,
Bellevue Heights,碧蘭閣,,,,,8 Tai Hang Drive,大坑徑8號,,,,,1973,P,,
Bello Horizonte,瓊苑,,,,,35 Shouson Hill Rd.,壽山村道35號,,,,,1981,,,
Belmont Court,清暉大廈,,,,,10 Kotewall Rd.,旭龢道10號,,,,,1967,P,,
Belmont Heights,碧滿閣,,,,,3 Marconi Rd.,馬可尼道3號,,,,,1977,P,,
Belvedere,浩漢台,,,,,41 Chung Hom Kok Rd.,舂磡角道41號,,,,,1980,,,
Belvedere Close,,,,,,12 Shouson Hill Rd.,壽山村道12號,,,,,1969,,,
Belvedere Heights,碧殿閣,,,,,"361/367 Prince Edward
Rd. W.",太子道西361/367號,,,,,1974,P,,
Benefit Industrial Factory Building,本利發工業大廈,,,,,61 Wong Chuk Hang Rd.,黃竹坑道61號,,,,,1969,P,,
Benson Tower,明順大廈,,,,,74 Hung To Rd.,鴻圖道74號,,,,,1998,,,
Berkeley Building,大利大廈,,,,,"Ground Floor:
81 Bulkeley St. &
2 Marsh St.
Upper Floors:
81 Bulkeley St.","地下︰
寶其利街81號及
孖庶街2號
樓上各層︰
寶其利街81號",,,,,1983,P,,
Berkshire House,栢克大廈,,,,,25 Westlands Rd.,華蘭路25號,,,,,1998,,,
Berwick Court,巴域閣,,,,,51 Berwick St.,巴域街51號,,,,,1995,P,,
Berwick Mansion,巴域居,,,,,61 Berwick St.,巴域街61號,,,,,2000,P,,
Best View Court,好景大廈,,,,,66 & 68 MacDonnell Rd.,麥當勞道66及68號,,,,,1956,,,
Best Western Hotel Causeway Bay,華麗銅鑼灣酒店,,,,,38 Bowrington Rd.,寶靈頓道38號,,,,,2011,,,
Best Western Plus Hotel Hong Kong,華大盛品酒店,,,,,308 Des Voeux Rd. W.,德輔道西308號,,,,,1996,,,
Best Western Plus Hotel Kowloon,最佳盛品酒店尖沙咀,,,,,73/75 Chatham Rd. S.,漆咸道南73/75號,,,,,1988,,,
Best-O-Best Commercial Centre,富利來商業大廈,,,,,32/36 Ferry St.,渡船街32/36號,,,,,1990,,,
Besthing Garden,康寧花園,,,,,35 Cheung Ning St.,長寧街35號,,,,,1998,P,,
Besthing Mansion,文石大廈,,,,,404-406 Jaffe Rd.,謝斐道404-406號,,,,,1985,P,,
Bethanie,伯大尼,,,,,139 Pok Fu Lam Rd.,薄扶林道139號,,,,,Pre 1945前,,,
Bethel Bible Seminary,伯特利神學院,,,,,45/47 Grampian Rd.,嘉林邊道45/47號,,,,,Pre 1945前,,,
Beverley Commercial Centre,百利商業中心,,,,,87/105 Chatham Rd. S.,漆咸道南87/105號,,,,,1982,P,,
Beverley Heights,富豪閣,,,,,56 Cloud View Rd.,雲景道56號,,,,,1979,P,,
Beverley Heights,碧華閣,,,,,67 Beacon Hill Rd.,筆架山道67號,,,,,1970,P,,
Beverly Court,普陞閣,,,,,151/159 Hai Tan St.,海壇街151/159號,,,,,1993,P,,
Beverly Court,嘉美閣,,,,,2C Shiu Fai Terrace,肇輝臺2C號,,,,,1981,P,,
Beverly Hill,比華利山,,,,,6 Broadwood Rd.,樂活道6號,,,,,1988,P,,
Beverly House,碧麗苑,,,,,6 Fung Fai Terrace,鳳輝臺6號,,,,,1978,P,,
Beverly House,利臨大廈,,,,,93/107 Lockhart Rd.,駱克道93/107號,,,,,1984,,,
Beverly Villas,碧華花園,,,,,16 La Salle Rd.,喇沙利道16號,,,,,1980,P,,
Bic Wah Court,碧華閣,,,,,"Ground Floor:
464A, 464B, 464C,
464D Des Voeux Rd. W.
Upper Floors:
464 Des Voeux Rd. W.","地下︰
德輔道西464A、464B、
464C、464D號
樓上各層︰
德輔道西464號",,,,,1981,P,,
Big Star Centre,巨昇中心,,,,,8 Wang Kwong Rd.,宏光道8號,,,,,1988,,,
Bijou Apartments,別樹華軒,,,,,157 Prince Edward Rd. W.,太子道西157號,,,,,2003,,,
Bijou Court,別樹一居,,,,,171 Prince Edward Rd. W.,太子道西171號,,,,,2000,,,
Bik Lan House,碧蘭大樓,,,,,"Ground Floor:
41, 45/47 Pitt St. &
72 Portland St.
Upper Floors:
43 Pitt St.","地下︰
碧街41、45/47號及
砵蘭街72號
樓上各層︰
碧街43號",,,,,1971,P,,
Billion Court,利豐大廈,,,,,"147 Main St., Ap Lei Chau",鴨洲大街147號,,,,,1990,P,,
Billion Court,兆寶閣,,,,,63 Wuhu St.,蕪湖街63號,,,,,1994,P,,
Billion Plaza,億京廣場,,,,,8 Cheung Yue St.,長裕街8號,,,,,2002,,,
Billion Terrace,千葉居,,,,,,,,,,,1992,P,,
Billion Terrace,千葉居,Block A,A座,,,,,137 Blue Pool Rd.,藍塘道137號,,,,P,,
Billion Terrace,千葉居,Block B,B座,,,,,139 Blue Pool Rd.,藍塘道139號,,,,P,,
Billion Trade Centre,鴻貿中心,,,,,31 Hung To Rd.,鴻圖道31號,,,,,1995,,,
Billionnaire Avant,御門．前,,,,,"Ground Floors:
56, 58, 66 Nga Tsin Long Rd.
Upper Floors:
62 Nga Tsin Long Rd.","地下：
衙前塱道56, 58及66號
樓上各層：
衙前塱道62號",,,,,2014,P,,
Billionnaire Luxe,金．御門,,,,,"Ground Floor:
30 Hau Wong Rd. &
39 Nga Tsin Wai Rd.
Upper Floors :
28 Hau Wong Rd.","地下：
侯王道30號及
衙前圍道39號
樓上各層：
侯王道28號",,,,,2016,,,
Billionnaire Royale,御‧豪門,,,,,83 Sa Po Rd.,沙浦道83號,,,,,2010,,,
Birchwood Place,寶樺臺,,,,,96 MacDonnell Rd.,麥當勞道96號,,,,,1989,P,,
Bishop Ford Memorial School,福德學校,,,,,18-20 Pui Man St.,培民街18-20號,,,,,-,,,
Bishop Hall Jubilee School,何明華會督銀禧中學,,,,,2C Oxford Rd.,牛津道2C號,,,,,1962,,,
Bishop Hoare Building,,,,,,I.L. 76 Glenealy,己連拿利內地段76號,,,,,Pre 1945前,,,
Bishop Lei International House,宏基國際賓館,,,,,4 Robinson Rd.,羅便臣道4號,,,,,1995,,,
Bishop Lei Pastoral Centre,李宏基牧民中心,,,,,1 Tai Shek St.,大石街1號,,,,,1955,,,
Bishop Paschang Catholic School,天主教柏德學校,,,,,6 Wang Chiu Rd.,宏照道6號,,,,,-,,,
Bishop Versiglia Memorial School,德雅學校,,,,,20 Tat Chee Avenue,達之路20號,,,,,1961,,,
Bishop Walsh Primary School,華德學校,,,,,150 Junction Rd.,聯合道150號,,,,,1963,,,
Bisney Court,碧麗苑,,,,,1 Begonia Rd.,海棠路1號,,,,,1990,P,,
Bisney Crest,碧麗軒,,,,,57 Bisney Rd.,碧荔道57號,,,,,1992,,,
Bisney Gardens,碧荔花園,,,,,25-27 Bisney Rd.,碧荔道25-27號,,,,,1982,,,
Bisney Terrace,碧荔臺,,,,,73 Bisney Rd.,碧荔道73號,,,,,1994,P,,
Bisney Villa,,,,,,5/13 Crown Terrace,冠冕臺5/13號,,,,,1972,,,
Bisney Villas,碧麗苑,,,,,19/21 Consort Rise,金粟街19/21號,,,,,1973,P,,
Black's Link Villa,栢徑苑,,,,,46-60 Black's Link,布力徑46-60號,,,,,1980,P,,
Blarney Stone Villas,碧苑,,,,,212 Victoria Rd.,域多利道212號,,,,,1993,P,,
Blessings Garden,殷樺花園,,,,,,,,,,,1995,,,
Blessings Garden,殷樺花園,Phase 1,第一期,,,,,95 Robinson Rd.,羅便臣道95號,,,,P,,
Blessings Garden,殷樺花園,Phase 2,第二期,,,,,56 Conduit Rd.,干德道56號,,,,P,,
Blissful Building,德祐大廈,,,,,243/247 Des Voeux Rd. C.,德輔道中243/247號,,,,,1971,,,
Blossom Garden,寶信園,,,,,11A Tat Chee Avenue,達之路11A號,,,,,1989,P,,
Blossom Mansion,寶蕊樓,,,,,19 Wai Hang St.,惠亨街19號,,,,,1973,P,,
Blue Bay,,,,,,44 Island Rd.,香島道44號,,,,,1949,,,
Blue Box Factory Building,大生工業大廈,,,,,25 Hing Wo St.,興和街25號,,,,,1974,P,,
Blue Garden,碧苑,,,,,57-59 Blue Pool Rd.,藍塘道57-59號,,,,,1959,,,
Blue Haven,德光閣,,,,,3 Forfar Rd.,科發道3號,,,,,1975,P,,
Blue Pool Court,藍塘別墅,,,,,"74/80 Sing Woo Rd. &
2/8 Holly Rd.","成和道74/80號及
冬青道2/8號",,,,,1960,P,,
Blue Pool Lodge,愉苑,,,,,2-10 Blue Pool Rd.,藍塘道2-10號,,,,,1957,,,
Blue Pool Mansion,藍塘大廈,,,,,"58/60 Ventris Rd. &
1/3 Blue Pool Rd.","雲地利道58/60號及
藍塘道1/3號",,,,,1959,P,,
Bluewater,,,,,,25 Tai Tam Rd.,大潭道25號,,,,,1997,,,
BMW House,寶馬大廈,,,,,163 Ma Tau Wai Rd.,馬頭圍道163號,,,,,1963,,,
Bo Fung Building,寶峯大廈,,,,,5 Horse Shoe Lane,馬蹄徑5號,,,,,1992,P,,
Bo Fung Building,寶豐大廈,,,,,"Ground Floor:
32-33A Haiphong Rd.
Upper Floors:
34 Haiphong Rd.","地下︰
海防道32-33A號
樓上各層︰
海防道34號",,,,,1974,,,
Bo Fung Gardens,寶峰園,,,,,1090/1094 King's Rd.,英皇道1090/1094號,,,,,1972,P,,
Bo Fung Mansion,寶豐大廈,,,,,"Ground Floor:
9 & 11 St. Francis St. &
1-4 St. Francis Yard
Upper Floors:
1/4 St. Francis Yard","地下︰
聖佛蘭士街9及11號
及進教圍1-4號
樓上各層︰
進教圍1/4號",,,,,1978,,,
